series_name,country_name,category,income_group,year,value
Poverty headcount ratio at national poverty line (% of population),Indonesia,Demographics & Socioeconomics,Middle-Income Countries,2013,11.4
Poverty headcount ratio at national poverty line (% of population),Philippines,Demographics & Socioeconomics,Middle-Income Countries,2013,11.4
Poverty headcount ratio at national poverty line (% of population),"Egypt, Arab Rep.",Demographics & Socioeconomics,Middle-Income Countries,2013,11.4
Poverty headcount ratio at national poverty line (% of population),Colombia,Demographics & Socioeconomics,Middle-Income Countries,2013,11.4
Poverty headcount ratio at national poverty line (% of population),Argentina,Demographics & Socioeconomics,Middle-Income Countries,2013,11.4
Poverty headcount ratio at national poverty line (% of population),Viet Nam,Demographics & Socioeconomics,Middle-Income Countries,2013,11.4
Poverty headcount ratio at national poverty line (% of population),Morocco,Demographics & Socioeconomics,Middle-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Nigeria,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Ethiopia,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Haiti,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Afghanistan,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Bangladesh,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Uganda,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Nepal,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Mozambique,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Sudan,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Madagascar,Demographics & Socioeconomics,Low-Income Countries,2013,4.8
Poverty headcount ratio at national poverty line (% of population),Rwanda,Demographics & Socioeconomics,Low-Income Countries,2013,39.1
"Maternal mortality ratio (national estimate, per 100,000 live births)",United States,Health Outcomes,High-Income Countries,2013,39.1
"Maternal mortality ratio (national estimate, per 100,000 live births)",Germany,Health Outcomes,High-Income Countries,2013,4.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Japan,Health Outcomes,High-Income Countries,2013,3.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Norway,Health Outcomes,High-Income Countries,2013,3.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Australia,Health Outcomes,High-Income Countries,2013,9.0
"Maternal mortality ratio (national estimate, per 100,000 live births)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,12.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Canada,Health Outcomes,High-Income Countries,2013,6.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",United Kingdom,Health Outcomes,High-Income Countries,2013,9.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Switzerland,Health Outcomes,High-Income Countries,2013,2.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Italy,Health Outcomes,High-Income Countries,2013,2.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Sweden,Health Outcomes,High-Income Countries,2013,5.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Brazil,Health Outcomes,Middle-Income Countries,2013,58.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",India,Health Outcomes,Middle-Income Countries,2013,196.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",South Africa,Health Outcomes,Middle-Income Countries,2013,78.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Mexico,Health Outcomes,Middle-Income Countries,2013,37.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,Middle-Income Countries,2013,37.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Philippines,Health Outcomes,Middle-Income Countries,2013,37.0
"Maternal mortality ratio (national estimate, per 100,000 live births)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,19.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Colombia,Health Outcomes,Middle-Income Countries,2013,48.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Argentina,Health Outcomes,Middle-Income Countries,2013,32.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,32.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Morocco,Health Outcomes,Middle-Income Countries,2013,32.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Nigeria,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Ethiopia,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Haiti,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Afghanistan,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Bangladesh,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Uganda,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Nepal,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Mozambique,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Sudan,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Madagascar,Health Outcomes,Low-Income Countries,2013,1222.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Rwanda,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),United States,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Germany,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Japan,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Norway,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Australia,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),"Korea, Rep.",Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Canada,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),United Kingdom,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Switzerland,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Italy,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Sweden,Health Outcomes,High-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Brazil,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),India,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),South Africa,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Mexico,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Indonesia,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Philippines,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),"Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Colombia,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Argentina,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Viet Nam,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Morocco,Health Outcomes,Middle-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Nigeria,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Ethiopia,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Haiti,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Afghanistan,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Bangladesh,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Uganda,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Nepal,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Mozambique,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Sudan,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Madagascar,Health Outcomes,Low-Income Countries,2013,1222.0
Diabetes prevalence (% of population ages 20 to 79),Rwanda,Health Outcomes,Low-Income Countries,2013,1222.0
"Mortality rate, adult, male (per 1,000 male adults)",United States,Health Outcomes,High-Income Countries,2013,131.259
"Mortality rate, adult, male (per 1,000 male adults)",Germany,Health Outcomes,High-Income Countries,2013,94.684
"Mortality rate, adult, male (per 1,000 male adults)",Japan,Health Outcomes,High-Income Countries,2013,75.083
"Mortality rate, adult, male (per 1,000 male adults)",Norway,Health Outcomes,High-Income Countries,2013,75.058
"Mortality rate, adult, male (per 1,000 male adults)",Australia,Health Outcomes,High-Income Countries,2013,75.516
"Mortality rate, adult, male (per 1,000 male adults)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,80.3
"Mortality rate, adult, male (per 1,000 male adults)",Canada,Health Outcomes,High-Income Countries,2013,81.208
"Mortality rate, adult, male (per 1,000 male adults)",United Kingdom,Health Outcomes,High-Income Countries,2013,85.183
"Mortality rate, adult, male (per 1,000 male adults)",Switzerland,Health Outcomes,High-Income Countries,2013,66.885
"Mortality rate, adult, male (per 1,000 male adults)",Italy,Health Outcomes,High-Income Countries,2013,67.898
"Mortality rate, adult, male (per 1,000 male adults)",Sweden,Health Outcomes,High-Income Countries,2013,67.302
"Mortality rate, adult, male (per 1,000 male adults)",Brazil,Health Outcomes,Middle-Income Countries,2013,184.185
"Mortality rate, adult, male (per 1,000 male adults)",India,Health Outcomes,Middle-Income Countries,2013,214.491
"Mortality rate, adult, male (per 1,000 male adults)",South Africa,Health Outcomes,Middle-Income Countries,2013,419.532
"Mortality rate, adult, male (per 1,000 male adults)",Mexico,Health Outcomes,Middle-Income Countries,2013,184.452
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,Middle-Income Countries,2013,206.261
"Mortality rate, adult, male (per 1,000 male adults)",Philippines,Health Outcomes,Middle-Income Countries,2013,165.874
"Mortality rate, adult, male (per 1,000 male adults)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,215.247
"Mortality rate, adult, male (per 1,000 male adults)",Colombia,Health Outcomes,Middle-Income Countries,2013,151.666
"Mortality rate, adult, male (per 1,000 male adults)",Argentina,Health Outcomes,Middle-Income Countries,2013,147.396
"Mortality rate, adult, male (per 1,000 male adults)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,190.298
"Mortality rate, adult, male (per 1,000 male adults)",Morocco,Health Outcomes,Middle-Income Countries,2013,151.14
"Mortality rate, adult, male (per 1,000 male adults)",Nigeria,Health Outcomes,Low-Income Countries,2013,381.514
"Mortality rate, adult, male (per 1,000 male adults)",Ethiopia,Health Outcomes,Low-Income Countries,2013,286.512
"Mortality rate, adult, male (per 1,000 male adults)",Haiti,Health Outcomes,Low-Income Countries,2013,288.287
"Mortality rate, adult, male (per 1,000 male adults)",Afghanistan,Health Outcomes,Low-Income Countries,2013,271.596
"Mortality rate, adult, male (per 1,000 male adults)",Bangladesh,Health Outcomes,Low-Income Countries,2013,193.102
"Mortality rate, adult, male (per 1,000 male adults)",Uganda,Health Outcomes,Low-Income Countries,2013,384.237
"Mortality rate, adult, male (per 1,000 male adults)",Nepal,Health Outcomes,Low-Income Countries,2013,213.731
"Mortality rate, adult, male (per 1,000 male adults)",Mozambique,Health Outcomes,Low-Income Countries,2013,420.951
"Mortality rate, adult, male (per 1,000 male adults)",Sudan,Health Outcomes,Low-Income Countries,2013,275.049
"Mortality rate, adult, male (per 1,000 male adults)",Madagascar,Health Outcomes,Low-Income Countries,2013,264.351
"Mortality rate, adult, male (per 1,000 male adults)",Rwanda,Health Outcomes,Low-Income Countries,2013,291.767
"Mortality rate, adult, female (per 1,000 female adults)",United States,Health Outcomes,High-Income Countries,2013,78.083
"Mortality rate, adult, female (per 1,000 female adults)",Germany,Health Outcomes,High-Income Countries,2013,51.743
"Mortality rate, adult, female (per 1,000 female adults)",Japan,Health Outcomes,High-Income Countries,2013,39.211
"Mortality rate, adult, female (per 1,000 female adults)",Norway,Health Outcomes,High-Income Countries,2013,45.912
"Mortality rate, adult, female (per 1,000 female adults)",Australia,Health Outcomes,High-Income Countries,2013,45.018
"Mortality rate, adult, female (per 1,000 female adults)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,29.503
"Mortality rate, adult, female (per 1,000 female adults)",Canada,Health Outcomes,High-Income Countries,2013,50.975
"Mortality rate, adult, female (per 1,000 female adults)",United Kingdom,Health Outcomes,High-Income Countries,2013,53.891
"Mortality rate, adult, female (per 1,000 female adults)",Switzerland,Health Outcomes,High-Income Countries,2013,38.848
"Mortality rate, adult, female (per 1,000 female adults)",Italy,Health Outcomes,High-Income Countries,2013,38.636
"Mortality rate, adult, female (per 1,000 female adults)",Sweden,Health Outcomes,High-Income Countries,2013,43.703
"Mortality rate, adult, female (per 1,000 female adults)",Brazil,Health Outcomes,Middle-Income Countries,2013,89.138
"Mortality rate, adult, female (per 1,000 female adults)",India,Health Outcomes,Middle-Income Countries,2013,142.92
"Mortality rate, adult, female (per 1,000 female adults)",South Africa,Health Outcomes,Middle-Income Countries,2013,304.887
"Mortality rate, adult, female (per 1,000 female adults)",Mexico,Health Outcomes,Middle-Income Countries,2013,96.411
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,Middle-Income Countries,2013,152.461
"Mortality rate, adult, female (per 1,000 female adults)",Philippines,Health Outcomes,Middle-Income Countries,2013,124.722
"Mortality rate, adult, female (per 1,000 female adults)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,119.806
"Mortality rate, adult, female (per 1,000 female adults)",Colombia,Health Outcomes,Middle-Income Countries,2013,74.943
"Mortality rate, adult, female (per 1,000 female adults)",Argentina,Health Outcomes,Middle-Income Countries,2013,79.171
"Mortality rate, adult, female (per 1,000 female adults)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,79.029
"Mortality rate, adult, female (per 1,000 female adults)",Morocco,Health Outcomes,Middle-Income Countries,2013,108.787
"Mortality rate, adult, female (per 1,000 female adults)",Nigeria,Health Outcomes,Low-Income Countries,2013,363.371
"Mortality rate, adult, female (per 1,000 female adults)",Ethiopia,Health Outcomes,Low-Income Countries,2013,212.412
"Mortality rate, adult, female (per 1,000 female adults)",Haiti,Health Outcomes,Low-Income Countries,2013,201.146
"Mortality rate, adult, female (per 1,000 female adults)",Afghanistan,Health Outcomes,Low-Income Countries,2013,214.871
"Mortality rate, adult, female (per 1,000 female adults)",Bangladesh,Health Outcomes,Low-Income Countries,2013,112.607
"Mortality rate, adult, female (per 1,000 female adults)",Uganda,Health Outcomes,Low-Income Countries,2013,297.19
"Mortality rate, adult, female (per 1,000 female adults)",Nepal,Health Outcomes,Low-Income Countries,2013,158.705
"Mortality rate, adult, female (per 1,000 female adults)",Mozambique,Health Outcomes,Low-Income Countries,2013,328.273
"Mortality rate, adult, female (per 1,000 female adults)",Sudan,Health Outcomes,Low-Income Countries,2013,184.077
"Mortality rate, adult, female (per 1,000 female adults)",Madagascar,Health Outcomes,Low-Income Countries,2013,196.64
"Mortality rate, adult, female (per 1,000 female adults)",Rwanda,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",United States,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Germany,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Japan,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Norway,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Australia,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Canada,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",United Kingdom,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Switzerland,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Italy,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Sweden,Health Outcomes,High-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Brazil,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",India,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",South Africa,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Mexico,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Philippines,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Colombia,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Argentina,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Morocco,Health Outcomes,Middle-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Nigeria,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Ethiopia,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Haiti,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Afghanistan,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Bangladesh,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Uganda,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Nepal,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Mozambique,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Sudan,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Madagascar,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Rwanda,Health Outcomes,Low-Income Countries,2013,224.606
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",United States,Health Outcomes,High-Income Countries,2013,14.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Germany,Health Outcomes,High-Income Countries,2013,12.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Japan,Health Outcomes,High-Income Countries,2013,8.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Norway,Health Outcomes,High-Income Countries,2013,10.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Australia,Health Outcomes,High-Income Countries,2013,9.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,9.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Canada,Health Outcomes,High-Income Countries,2013,10.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",United Kingdom,Health Outcomes,High-Income Countries,2013,11.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Switzerland,Health Outcomes,High-Income Countries,2013,9.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Italy,Health Outcomes,High-Income Countries,2013,10.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Sweden,Health Outcomes,High-Income Countries,2013,9.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Brazil,Health Outcomes,Middle-Income Countries,2013,16.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",India,Health Outcomes,Middle-Income Countries,2013,22.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",South Africa,Health Outcomes,Middle-Income Countries,2013,28.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Mexico,Health Outcomes,Middle-Income Countries,2013,15.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,Middle-Income Countries,2013,25.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Philippines,Health Outcomes,Middle-Income Countries,2013,24.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,28.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Colombia,Health Outcomes,Middle-Income Countries,2013,10.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Argentina,Health Outcomes,Middle-Income Countries,2013,17.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,22.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Morocco,Health Outcomes,Middle-Income Countries,2013,24.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Nigeria,Health Outcomes,Low-Income Countries,2013,18.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Ethiopia,Health Outcomes,Low-Income Countries,2013,17.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Haiti,Health Outcomes,Low-Income Countries,2013,32.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Afghanistan,Health Outcomes,Low-Income Countries,2013,36.2
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Bangladesh,Health Outcomes,Low-Income Countries,2013,19.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Uganda,Health Outcomes,Low-Income Countries,2013,22.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Nepal,Health Outcomes,Low-Income Countries,2013,21.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Mozambique,Health Outcomes,Low-Income Countries,2013,33.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Sudan,Health Outcomes,Low-Income Countries,2013,23.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Madagascar,Health Outcomes,Low-Income Countries,2013,27.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Rwanda,Health Outcomes,Low-Income Countries,2013,20.8
"Life expectancy at birth, total (years)",United States,Health Outcomes,High-Income Countries,2013,78.7414634146342
"Life expectancy at birth, total (years)",Germany,Health Outcomes,High-Income Countries,2013,80.490243902439
"Life expectancy at birth, total (years)",Japan,Health Outcomes,High-Income Countries,2013,83.3319512195122
"Life expectancy at birth, total (years)",Norway,Health Outcomes,High-Income Countries,2013,81.7512195121951
"Life expectancy at birth, total (years)",Australia,Health Outcomes,High-Income Countries,2013,82.1487804878049
"Life expectancy at birth, total (years)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,81.2707317073171
"Life expectancy at birth, total (years)",Canada,Health Outcomes,High-Income Countries,2013,81.7448780487805
"Life expectancy at birth, total (years)",United Kingdom,Health Outcomes,High-Income Countries,2013,81.0048780487805
"Life expectancy at birth, total (years)",Switzerland,Health Outcomes,High-Income Countries,2013,82.7975609756098
"Life expectancy at birth, total (years)",Italy,Health Outcomes,High-Income Countries,2013,82.690243902439
"Life expectancy at birth, total (years)",Sweden,Health Outcomes,High-Income Countries,2013,81.9560975609756
"Life expectancy at birth, total (years)",Brazil,Health Outcomes,Middle-Income Countries,2013,73.918
"Life expectancy at birth, total (years)",India,Health Outcomes,Middle-Income Countries,2013,68.46
"Life expectancy at birth, total (years)",South Africa,Health Outcomes,Middle-Income Countries,2013,62.533
"Life expectancy at birth, total (years)",Mexico,Health Outcomes,Middle-Income Countries,2013,74.739
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,Middle-Income Countries,2013,69.264
"Life expectancy at birth, total (years)",Philippines,Health Outcomes,Middle-Income Countries,2013,70.835
"Life expectancy at birth, total (years)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,70.052
"Life expectancy at birth, total (years)",Colombia,Health Outcomes,Middle-Income Countries,2013,75.827
"Life expectancy at birth, total (years)",Argentina,Health Outcomes,Middle-Income Countries,2013,76.491
"Life expectancy at birth, total (years)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,73.775
"Life expectancy at birth, total (years)",Morocco,Health Outcomes,Middle-Income Countries,2013,72.122
"Life expectancy at birth, total (years)",Nigeria,Health Outcomes,Low-Income Countries,2013,51.707
"Life expectancy at birth, total (years)",Ethiopia,Health Outcomes,Low-Income Countries,2013,62.373
"Life expectancy at birth, total (years)",Haiti,Health Outcomes,Low-Income Countries,2013,62.605
